[32m [INFO] [08/27/2025 10:52] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 11:40] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/Screenshot 2025-08-04 at 1.10.00 PM.png' [0m 
[32m [INFO] [08/27/2025 11:42] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 11:42] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 11:42] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/Niek's Portfolio.pdf' [0m 
[32m [INFO] [08/27/2025 11:42] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/Screenshot 2025-08-12 at 3.18.04 PM.png' [0m 
[32m [INFO] [08/27/2025 11:42] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/Niek’s Motivatie.pdf' [0m 
[32m [INFO] [08/27/2025 11:42] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/Niek's Portfolio.pdf' [0m 
[32m [INFO] [08/27/2025 11:43] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 11:44] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/Screenshot 2025-08-12 at 3.18.04 PM.png' [0m 
[32m [INFO] [08/27/2025 11:44] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/Niek's Portfolio.pdf' [0m 
[32m [INFO] [08/27/2025 11:44] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 11:44] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Interface _ Settings.svg' [0m 
[32m [INFO] [08/27/2025 11:44] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Niek's Portfolio.pdf' [0m 
[32m [INFO] [08/27/2025 11:44] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Niek’s Motivatie.pdf' [0m 
[32m [INFO] [08/27/2025 11:44] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Interface _ Settings.svg' [0m 
[32m [INFO] [08/27/2025 11:46] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 11:46] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/css.css' [0m 
[32m [INFO] [08/27/2025 11:48] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 11:51] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Vector.svg' [0m 
[32m [INFO] [08/27/2025 13:46] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 13:47] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/css.css' [0m 
[32m [INFO] [08/27/2025 13:47] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Vaardigheden.pdf' [0m 
[32m [INFO] [08/27/2025 13:47] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Vaardigheden.pdf' [0m 
[32m [INFO] [08/27/2025 13:47] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Vaardigheden.pdf' [0m 
[32m [INFO] [08/27/2025 13:48] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 13:48] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/hoihoi/hoooiiiiii/hoihoihohi/infsadmiasdn/random/TestMap3/wedsad/asdasd/Screenshot 2025-07-31 at 1.06.30 PM.png' [0m 
[32m [INFO] [08/27/2025 13:48] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/hoihoi/hoooiiiiii/hoihoihohi/infsadmiasdn/random/TestMap3/wedsad/asdasd/Screenshot 2025-07-31 at 1.06.30 PM.png' [0m 
[32m [INFO] [08/27/2025 13:48] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/hoihoi/hoooiiiiii/hoihoihohi/infsadmiasdn/random/TestMap3/wedsad/asdasd/Screenshot 2025-07-31 at 1.06.30 PM.png' [0m 
[32m [INFO] [08/27/2025 13:52] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 13:52] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 13:56] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 13:56] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 13:57] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 13:57] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 13:57] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Screenshot 2025-08-15 at 11.49.16 AM.png' [0m 
[32m [INFO] [08/27/2025 13:58] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Screenshot 2025-08-15 at 11.49.16 AM.png' [0m 
[32m [INFO] [08/27/2025 13:58] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Screenshot 2025-08-15 at 11.49.16 AM.png' [0m 
[32m [INFO] [08/27/2025 13:59] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 14:00] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 14:00] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 14:01] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 14:02] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 14:02] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Interface _ Settings.svg' [0m 
[32m [INFO] [08/27/2025 14:02] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 14:02] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Screenshot 2025-08-12 at 3.18.04 PM.png' [0m 
[32m [INFO] [08/27/2025 14:02] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Screenshot 2025-08-12 at 3.18.04 PM.png' [0m 
[32m [INFO] [08/27/2025 14:02] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Screenshot 2025-08-12 at 3.18.04 PM.png' [0m 
[32m [INFO] [08/27/2025 14:03] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Vector.svg' [0m 
[32m [INFO] [08/27/2025 14:03] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Vaardigheden.pdf' [0m 
[32m [INFO] [08/27/2025 14:03] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Vaardigheden.pdf' [0m 
[32m [INFO] [08/27/2025 14:03] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Vaardigheden.pdf' [0m 
[32m [INFO] [08/27/2025 14:03] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Vaardigheden.pdf' [0m 
[32m [INFO] [08/27/2025 14:03] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/hoihoi/hoooiiiiii/blablabla.txt' [0m 
[32m [INFO] [08/27/2025 14:03] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/hoihoi/hoooiiiiii/hoihoihohi/Highlight.js Classes.pdf' [0m 
[32m [INFO] [08/27/2025 14:03] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/hoihoi/hoooiiiiii/hoihoihohi/Highlight.js Classes.pdf' [0m 
[32m [INFO] [08/27/2025 14:03] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/hoihoi/hoooiiiiii/hoihoihohi/Highlight.js Classes.pdf' [0m 
[32m [INFO] [08/27/2025 14:03] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/hoihoi/hoooiiiiii/hoihoihohi/Highlight.js Classes.pdf' [0m 
[32m [INFO] [08/27/2025 14:03] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/hoihoi/hoooiiiiii/hoihoihohi/Highlight.js Classes.pdf' [0m 
[32m [INFO] [08/27/2025 14:04] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/Vector.svg' [0m 
[32m [INFO] [08/27/2025 14:04] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/css.css' [0m 
[32m [INFO] [08/27/2025 14:06] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 14:06] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 14:08] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 14:08] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/hoihoi/hoooiiiiii/hoihoihohi/infsadmiasdn/random/TestMap3/html11.html' [0m 
[32m [INFO] [08/27/2025 14:11] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 14:11] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 14:13] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 14:13] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/css.css' [0m 
[32m [INFO] [08/27/2025 14:16] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/hoihoi/hoooiiiiii/hoihoihohi/infsadmiasdn/random/TestMap3/Screenshot 2025-08-04 at 1.10.00 PM.png' [0m 
[32m [INFO] [08/27/2025 14:17] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: ENOENT: no such file or directory, open 'projects/13/projects/13/EmptyDir/hoihoi/hoooiiiiii/hoihoihohi/infsadmiasdn/random/TestMap3/wedsad/asdasd/Screenshot 2025-07-31 at 1.06.41 PM (2).png' [0m 
[32m [INFO] [08/27/2025 14:18] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: File content retrieved [0m 
[32m [INFO] [08/27/2025 14:18] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: File content retrieved [0m 
[32m [INFO] [08/27/2025 14:18] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: File content retrieved [0m 
[32m [INFO] [08/27/2025 14:18] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: File content retrieved [0m 
[32m [INFO] [08/27/2025 14:18] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: File content retrieved [0m 
[32m [INFO] [08/27/2025 14:19] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
[32m [INFO] [08/27/2025 14:19] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: File content retrieved [0m 
[32m [INFO] [08/27/2025 14:19] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: File content retrieved [0m 
[32m [INFO] [08/27/2025 14:19] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: File content retrieved [0m 
[32m [INFO] [08/27/2025 14:20] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: File content retrieved [0m 
[32m [INFO] [08/27/2025 14:20] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: File content retrieved [0m 
[32m [INFO] [08/27/2025 14:20] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: File content retrieved [0m 
[32m [INFO] [08/27/2025 14:20] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: File content retrieved [0m 
[32m [INFO] [08/27/2025 14:21] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: File content retrieved [0m 
[32m [INFO] [08/27/2025 14:21] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: File content retrieved [0m 
[32m [INFO] [08/27/2025 14:21] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: File content retrieved [0m 
[32m [INFO] [08/27/2025 14:21] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: File content retrieved [0m 
[32m [INFO] [08/27/2025 14:21] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: File content retrieved [0m 
[32m [INFO] [08/27/2025 14:21] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: File content retrieved [0m 
[32m [INFO] [08/27/2025 14:26] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /getFile | FILE: routes/editRoutes.ts | FUNCTION: getFile | MESSAGE: File content retrieved [0m 
[32m [INFO] [08/27/2025 14:26] | USER: niek@niek1.com | IP: ::ffff:127.0.0.1 | ROUTE: /folderTree | FILE: routes/editRoutes.ts | FUNCTION: /folderTree | MESSAGE:  [0m 
